Class of Year,LEA,LEA Name,School Number,School Name,Cohort,Grad Rate,Diplomas Earned,Adjusted Cohort Count,Create Date
2016,16,Prince George's,1423,Bowie High,5-year adjusted cohort,91.77,591,644,20180117
2016,16,Prince George's,1423,Bowie High,4-year adjusted cohort,90.17,587,651,20180117
2016,16,Prince George's,1423,Bowie High,3-year adjusted cohort,<= 5.00,*,645,20180117
2016,16,Prince George's,1502,Frederick Douglass High,5-year adjusted cohort,94.59,245,259,20180117
2016,16,Prince George's,1502,Frederick Douglass High,4-year adjusted cohort,91.98,241,262,20180117
2016,16,Prince George's,1502,Frederick Douglass High,3-year adjusted cohort,<= 5.00,*,259,20180117
2016,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",5-year adjusted cohort,92.32,469,508,20180117
2016,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",4-year adjusted cohort,89.17,461,517,20180117
2016,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",3-year adjusted cohort,<= 5.00,*,525,20180117
2016,16,Prince George's,1708,Northwestern High,5-year adjusted cohort,74.73,411,550,20180117
2016,16,Prince George's,1708,Northwestern High,4-year adjusted cohort,69.34,389,561,20180117
2016,16,Prince George's,1708,Northwestern High,3-year adjusted cohort,<= 5.00,*,576,20180117
2016,16,Prince George's,1806,Fairmont Heights High,5-year adjusted cohort,87.36,159,182,20180117
2016,16,Prince George's,1806,Fairmont Heights High,4-year adjusted cohort,85.41,158,185,20180117
2016,16,Prince George's,1806,Fairmont Heights High,3-year adjusted cohort,<= 5.00,*,202,20180117
2016,16,Prince George's,1810,Central High,5-year adjusted cohort,77.65,205,264,20180117
2016,16,Prince George's,1810,Central High,4-year adjusted cohort,73.86,195,264,20180117
2016,16,Prince George's,1810,Central High,3-year adjusted cohort,<= 5.00,*,258,20180117
2016,16,Prince George's,1909,Parkdale High,5-year adjusted cohort,77.49,389,502,20180117
2016,16,Prince George's,1909,Parkdale High,4-year adjusted cohort,74.51,380,510,20180117
2016,16,Prince George's,1909,Parkdale High,3-year adjusted cohort,<= 5.00,*,516,20180117
2016,16,Prince George's,2012,Margaret Brent Regional Center,3-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,2114,Eleanor Roosevelt High,5-year adjusted cohort,94.66,603,637,20180117
2016,16,Prince George's,2114,Eleanor Roosevelt High,4-year adjusted cohort,91.47,590,645,20180117
2016,16,Prince George's,2114,Eleanor Roosevelt High,3-year adjusted cohort,<= 5.00,*,637,20180117
2016,16,Prince George's,2211,Northwestern Evening/Saturday High,5-year adjusted cohort,40.00,16,40,20180117
2016,16,Prince George's,2211,Northwestern Evening/Saturday High,4-year adjusted cohort,22.22,6,27,20180117
2016,16,Prince George's,2211,Northwestern Evening/Saturday High,3-year adjusted cohort,<= 5.00,*,10,20180117
2016,16,Prince George's,2213,Crossland Evening/Saturday High,5-year adjusted cohort,45.61,26,57,20180117
2016,16,Prince George's,2213,Crossland Evening/Saturday High,4-year adjusted cohort,18.42,7,38,20180117
2016,16,Prince George's,2213,Crossland Evening/Saturday High,3-year adjusted cohort,<= 5.00,*,18,20180117
2016,16,Prince George's,2217,Incarcerated Youth Center (JACS),5-year adjusted cohort,<= 5.00,*,12,20180117
2016,16,Prince George's,2217,Incarcerated Youth Center (JACS),4-year adjusted cohort,9.09,1,11,20180117
2016,16,Prince George's,2217,Incarcerated Youth Center (JACS),3-year adjusted cohort,<= 5.00,*,12,20180117
2016,16,Prince George's,2220,Community Based Classrooms,5-year adjusted cohort,89.33,67,75,20180117
2016,16,Prince George's,2220,Community Based Classrooms,4-year adjusted cohort,76.32,29,38,20180117
2016,16,Prince George's,2220,Community Based Classrooms,3-year adjusted cohort,*,*,*,20180117
2016,16,Prince George's,A,All Prince George's Schools,5-year adjusted cohort,84.37,7608,9017,20180117
2016,16,Prince George's,A,All Prince George's Schools,4-year adjusted cohort,81.44,7342,9015,20180117
2016,16,Prince George's,A,All Prince George's Schools,3-year adjusted cohort,<= 5.00,*,8960,20180117
2016,17,Queen Anne's,0301,Queen Anne's County High School,5-year adjusted cohort,>= 95.00,*,246,20180117
2016,17,Queen Anne's,0301,Queen Anne's County High School,4-year adjusted cohort,>= 95.00,*,243,20180117
2016,17,Queen Anne's,0301,Queen Anne's County High School,3-year adjusted cohort,<= 5.00,*,236,20180117
2016,17,Queen Anne's,0405,Kent Island High School,5-year adjusted cohort,>= 95.00,*,300,20180117
2016,17,Queen Anne's,0405,Kent Island High School,4-year adjusted cohort,>= 95.00,*,300,20180117
2016,17,Queen Anne's,0405,Kent Island High School,3-year adjusted cohort,<= 5.00,*,293,20180117
2016,17,Queen Anne's,A,All Queen Anne's Schools,5-year adjusted cohort,>= 95.00,*,546,20180117
2016,17,Queen Anne's,A,All Queen Anne's Schools,4-year adjusted cohort,>= 95.00,*,543,20180117
2016,17,Queen Anne's,A,All Queen Anne's Schools,3-year adjusted cohort,<= 5.00,*,529,20180117
2016,18,Saint Mary's,0303,Chopticon High,5-year adjusted cohort,>= 95.00,*,394,20180117
2016,18,Saint Mary's,0303,Chopticon High,4-year adjusted cohort,>= 95.00,*,393,20180117
2016,18,Saint Mary's,0303,Chopticon High,3-year adjusted cohort,<= 5.00,*,388,20180117
2016,18,Saint Mary's,0306,Leonardtown High,5-year adjusted cohort,>= 95.00,*,440,20180117
2016,18,Saint Mary's,0306,Leonardtown High,4-year adjusted cohort,>= 95.00,*,439,20180117
2016,18,Saint Mary's,0306,Leonardtown High,3-year adjusted cohort,<= 5.00,*,429,20180117
2016,18,Saint Mary's,0801,Great Mills High,5-year adjusted cohort,91.21,353,387,20180117
2016,18,Saint Mary's,0801,Great Mills High,4-year adjusted cohort,89.12,344,386,20180117
2016,18,Saint Mary's,0801,Great Mills High,3-year adjusted cohort,<= 5.00,*,376,20180117
2016,18,Saint Mary's,A,All Saint Mary's Schools,5-year adjusted cohort,94.92,1159,1221,20180117
2016,18,Saint Mary's,A,All Saint Mary's Schools,4-year adjusted cohort,93.68,1141,1218,20180117
2016,18,Saint Mary's,A,All Saint Mary's Schools,3-year adjusted cohort,<= 5.00,*,1193,20180117
2016,19,Somerset,0102,Washington Academy and High School,5-year adjusted cohort,82.86,87,105,20180117
2016,19,Somerset,0102,Washington Academy and High School,4-year adjusted cohort,80.37,86,107,20180117
2016,19,Somerset,0102,Washington Academy and High School,3-year adjusted cohort,<= 5.00,*,108,20180117
2016,19,Somerset,0702,Crisfield Academy and High School,5-year adjusted cohort,87.32,62,71,20180117
2016,19,Somerset,0702,Crisfield Academy and High School,4-year adjusted cohort,85.92,61,71,20180117
2016,19,Somerset,0702,Crisfield Academy and High School,3-year adjusted cohort,<= 5.00,*,71,20180117
2016,19,Somerset,A,All Somerset Schools,5-year adjusted cohort,84.66,149,176,20180117
2016,19,Somerset,A,All Somerset Schools,4-year adjusted cohort,82.58,147,178,20180117
2016,19,Somerset,A,All Somerset Schools,3-year adjusted cohort,<= 5.00,*,179,20180117
2016,20,Talbot,0101,Easton High,5-year adjusted cohort,84.91,242,285,20180117
2016,20,Talbot,0101,Easton High,4-year adjusted cohort,82.11,234,285,20180117
2016,20,Talbot,0101,Easton High,3-year adjusted cohort,<= 5.00,*,280,20180117
2016,20,Talbot,0202,St. Michaels Middle/High School,5-year adjusted cohort,>= 95.00,*,67,20180117
2016,20,Talbot,0202,St. Michaels Middle/High School,4-year adjusted cohort,>= 95.00,*,67,20180117
2016,20,Talbot,0202,St. Michaels Middle/High School,3-year adjusted cohort,<= 5.00,*,65,20180117
2016,20,Talbot,A,All Talbot Schools,5-year adjusted cohort,87.78,309,352,20180117
2016,20,Talbot,A,All Talbot Schools,4-year adjusted cohort,85.51,301,352,20180117
2016,20,Talbot,A,All Talbot Schools,3-year adjusted cohort,<= 5.00,*,345,20180117
2016,21,Washington,0040,Barbara Ingram School for the Arts,5-year adjusted cohort,>= 95.00,*,64,20180117
2016,21,Washington,0040,Barbara Ingram School for the Arts,4-year adjusted cohort,>= 95.00,*,64,20180117
2016,21,Washington,0040,Barbara Ingram School for the Arts,3-year adjusted cohort,<= 5.00,*,65,20180117
2016,21,Washington,0204,Williamsport High,5-year adjusted cohort,87.92,182,207,20180117
2016,21,Washington,0204,Williamsport High,4-year adjusted cohort,86.41,178,206,20180117
2016,21,Washington,0204,Williamsport High,3-year adjusted cohort,8.25,17,206,20180117
2016,21,Washington,0301,South Hagerstown High,5-year adjusted cohort,87.96,263,299,20180117
2016,21,Washington,0301,South Hagerstown High,4-year adjusted cohort,86.05,259,301,20180117
2016,21,Washington,0301,South Hagerstown High,3-year adjusted cohort,5.70,17,298,20180117
2016,21,Washington,0305,Washington County Technical High,5-year adjusted cohort,>= 95.00,*,254,20180117
2016,21,Washington,0305,Washington County Technical High,4-year adjusted cohort,>= 95.00,*,254,20180117
2016,21,Washington,0305,Washington County Technical High,3-year adjusted cohort,<= 5.00,*,265,20180117
2016,21,Washington,0403,Clear Spring High,5-year adjusted cohort,>= 95.00,*,123,20180117
2016,21,Washington,0403,Clear Spring High,4-year adjusted cohort,>= 95.00,*,125,20180117
2016,21,Washington,0403,Clear Spring High,3-year adjusted cohort,6.61,8,121,20180117
2016,21,Washington,0501,Hancock Middle Senior High,5-year adjusted cohort,92.31,24,26,20180117
2016,21,Washington,0501,Hancock Middle Senior High,4-year adjusted cohort,92.31,24,26,20180117
2016,21,Washington,0501,Hancock Middle Senior High,3-year adjusted cohort,<= 5.00,*,27,20180117
2016,21,Washington,0601,Boonsboro High,5-year adjusted cohort,>= 95.00,*,204,20180117
2016,21,Washington,0601,Boonsboro High,4-year adjusted cohort,>= 95.00,*,204,20180117
2016,21,Washington,0601,Boonsboro High,3-year adjusted cohort,<= 5.00,*,205,20180117
2016,21,Washington,0701,Smithsburg High,5-year adjusted cohort,>= 95.00,*,164,20180117
2016,21,Washington,0701,Smithsburg High,4-year adjusted cohort,>= 95.00,*,165,20180117
2016,21,Washington,0701,Smithsburg High,3-year adjusted cohort,<= 5.00,*,165,20180117
2016,21,Washington,0705,Washington County Job Development Center,5-year adjusted cohort,<= 5.00,*,14,20180117
2016,21,Washington,0705,Washington County Job Development Center,4-year adjusted cohort,*,*,*,20180117
2016,21,Washington,2101,North Hagerstown High,5-year adjusted cohort,88.33,265,300,20180117
2016,21,Washington,2101,North Hagerstown High,4-year adjusted cohort,85.81,260,303,20180117
2016,21,Washington,2101,North Hagerstown High,3-year adjusted cohort,7.22,21,291,20180117
2016,21,Washington,2505,Marshall Street School,5-year adjusted cohort,*,*,*,20180117
2016,21,Washington,2505,Marshall Street School,4-year adjusted cohort,*,*,*,20180117
2016,21,Washington,2505,Marshall Street School,3-year adjusted cohort,*,*,*,20180117
2016,21,Washington,9999,Evening High School,3-year adjusted cohort,*,*,*,20180117
2016,21,Washington,A,All Washington Schools,5-year adjusted cohort,91.75,1524,1661,20180117
2016,21,Washington,A,All Washington Schools,4-year adjusted cohort,91.06,1508,1656,20180117
2016,21,Washington,A,All Washington Schools,3-year adjusted cohort,5.03,83,1651,20180117
2016,22,Wicomico,0102,Mardela Middle & High,5-year adjusted cohort,93.75,90,96,20180117
2016,22,Wicomico,0102,Mardela Middle & High,4-year adjusted cohort,93.75,90,96,20180117
2016,22,Wicomico,0102,Mardela Middle & High,3-year adjusted cohort,<= 5.00,*,96,20180117
2016,22,Wicomico,0513,Wicomico High,5-year adjusted cohort,80.09,185,231,20180117
2016,22,Wicomico,0513,Wicomico High,4-year adjusted cohort,79.31,184,232,20180117
2016,22,Wicomico,0513,Wicomico High,3-year adjusted cohort,<= 5.00,*,237,20180117
2016,22,Wicomico,0520,Wicomico County Evening High,5-year adjusted cohort,26.47,18,68,20180117
2016,22,Wicomico,0520,Wicomico County Evening High,4-year adjusted cohort,18.00,9,50,20180117
2016,22,Wicomico,0520,Wicomico County Evening High,3-year adjusted cohort,<= 5.00,*,28,20180117
2016,22,Wicomico,1307,James M. Bennett High,5-year adjusted cohort,86.07,309,359,20180117
2016,22,Wicomico,1307,James M. Bennett High,4-year adjusted cohort,83.24,303,364,20180117
2016,22,Wicomico,1307,James M. Bennett High,3-year adjusted cohort,<= 5.00,*,355,20180117
2016,22,Wicomico,1309,Parkside High,5-year adjusted cohort,90.84,228,251,20180117
2016,22,Wicomico,1309,Parkside High,4-year adjusted cohort,88.93,225,253,20180117
2016,22,Wicomico,1309,Parkside High,3-year adjusted cohort,<= 5.00,*,256,20180117
2016,22,Wicomico,A,All Wicomico Schools,5-year adjusted cohort,82.59,830,1005,20180117
2016,22,Wicomico,A,All Wicomico Schools,4-year adjusted cohort,81.51,811,995,20180117
2016,22,Wicomico,A,All Wicomico Schools,3-year adjusted cohort,<= 5.00,*,972,20180117
2016,23,Worcester,0107,Pocomoke High,5-year adjusted cohort,94.12,80,85,20180117
2016,23,Worcester,0107,Pocomoke High,4-year adjusted cohort,94.12,80,85,20180117
2016,23,Worcester,0107,Pocomoke High,3-year adjusted cohort,<= 5.00,*,85,20180117
2016,23,Worcester,0207,Snow Hill High,5-year adjusted cohort,>= 95.00,*,89,20180117
2016,23,Worcester,0207,Snow Hill High,4-year adjusted cohort,>= 95.00,*,89,20180117
2016,23,Worcester,0207,Snow Hill High,3-year adjusted cohort,<= 5.00,*,79,20180117
2016,23,Worcester,0310,Stephen Decatur High,5-year adjusted cohort,91.67,297,324,20180117
2016,23,Worcester,0310,Stephen Decatur High,4-year adjusted cohort,91.36,296,324,20180117
2016,23,Worcester,0310,Stephen Decatur High,3-year adjusted cohort,<= 5.00,*,314,20180117
2016,23,Worcester,0401,Cedar Chapel Special School,5-year adjusted cohort,*,*,*,20180117
2016,23,Worcester,0401,Cedar Chapel Special School,4-year adjusted cohort,*,*,*,20180117
2016,23,Worcester,0401,Cedar Chapel Special School,3-year adjusted cohort,*,*,*,20180117
2016,23,Worcester,A,All Worcester Schools,5-year adjusted cohort,92.05,463,503,20180117
2016,23,Worcester,A,All Worcester Schools,4-year adjusted cohort,91.65,461,503,20180117
2016,23,Worcester,A,All Worcester Schools,3-year adjusted cohort,<= 5.00,*,482,20180117
2016,30,Baltimore City,0177,George W. F. McMechen,5-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0177,George W. F. McMechen,4-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0177,George W. F. McMechen,3-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0178,Excel Academy @ Francis M. Wood High,5-year adjusted cohort,37.25,76,204,20180117
2016,30,Baltimore City,0178,Excel Academy @ Francis M. Wood High,4-year adjusted cohort,34.16,55,161,20180117
2016,30,Baltimore City,0178,Excel Academy @ Francis M. Wood High,3-year adjusted cohort,17.02,16,94,20180117
2016,30,Baltimore City,0239,Benjamin Franklin High School at Masonville Cove,5-year adjusted cohort,54.46,61,112,20180117
2016,30,Baltimore City,0239,Benjamin Franklin High School at Masonville Cove,4-year adjusted cohort,50.43,59,117,20180117
2016,30,Baltimore City,0239,Benjamin Franklin High School at Masonville Cove,3-year adjusted cohort,<= 5.00,*,107,20180117
2016,30,Baltimore City,0301,William S. Baer School,5-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0301,William S. Baer School,4-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0301,William S. Baer School,3-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0307,Claremont School,5-year adjusted cohort,<= 5.00,*,10,20180117
2016,30,Baltimore City,0307,Claremont School,4-year adjusted cohort,<= 5.00,*,11,20180117
2016,30,Baltimore City,0307,Claremont School,3-year adjusted cohort,<= 5.00,*,10,20180117
2016,30,Baltimore City,0325,ConneXions: A  Community Based Arts School,5-year adjusted cohort,82.00,41,50,20180117
2016,30,Baltimore City,0325,ConneXions: A  Community Based Arts School,4-year adjusted cohort,78.00,39,50,20180117
2016,30,Baltimore City,0325,ConneXions: A  Community Based Arts School,3-year adjusted cohort,<= 5.00,*,52,20180117
2016,30,Baltimore City,0331,MD Academy of Technology and Health Sciences,5-year adjusted cohort,>= 95.00,*,34,20180117
2016,30,Baltimore City,0331,MD Academy of Technology and Health Sciences,4-year adjusted cohort,84.62,33,39,20180117
2016,30,Baltimore City,0331,MD Academy of Technology and Health Sciences,3-year adjusted cohort,<= 5.00,*,41,20180117
2016,30,Baltimore City,0333,Independence School Local I,5-year adjusted cohort,71.43,15,21,20180117
2016,30,Baltimore City,0333,Independence School Local I,4-year adjusted cohort,66.67,14,21,20180117
2016,30,Baltimore City,0333,Independence School Local I,3-year adjusted cohort,<= 5.00,*,21,20180117
2016,30,Baltimore City,0339,Friendship Academy of Engineering and Technology,5-year adjusted cohort,73.77,45,61,20180117
2016,30,Baltimore City,0339,Friendship Academy of Engineering and Technology,4-year adjusted cohort,64.52,40,62,20180117
2016,30,Baltimore City,0339,Friendship Academy of Engineering and Technology,3-year adjusted cohort,<= 5.00,*,58,20180117
2016,30,Baltimore City,0341,The Reach! Partnership School,5-year adjusted cohort,72.27,86,119,20180117
2016,30,Baltimore City,0341,The Reach! Partnership School,4-year adjusted cohort,65.55,78,119,20180117
2016,30,Baltimore City,0341,The Reach! Partnership School,3-year adjusted cohort,<= 5.00,*,77,20180117
2016,30,Baltimore City,0342,K.A.S.A. (Knowledge And Success Academy),5-year adjusted cohort,54.55,36,66,20180117
2016,30,Baltimore City,0342,K.A.S.A. (Knowledge And Success Academy),4-year adjusted cohort,50.77,33,65,20180117
2016,30,Baltimore City,0342,K.A.S.A. (Knowledge And Success Academy),3-year adjusted cohort,<= 5.00,*,66,20180117
2016,30,Baltimore City,0345,New Hope Academy,5-year adjusted cohort,42.86,12,28,20180117
2016,30,Baltimore City,0345,New Hope Academy,4-year adjusted cohort,32.00,8,25,20180117
2016,30,Baltimore City,0345,New Hope Academy,3-year adjusted cohort,<= 5.00,*,28,20180117
2016,30,Baltimore City,0348,Baltimore Leadership School for Young Women,5-year adjusted cohort,>= 95.00,*,65,20180117
2016,30,Baltimore City,0348,Baltimore Leadership School for Young Women,4-year adjusted cohort,>= 95.00,*,65,20180117
2016,30,Baltimore City,0348,Baltimore Leadership School for Young Women,3-year adjusted cohort,<= 5.00,*,65,20180117
2016,30,Baltimore City,0349,N.A.C.A. Freedom and Democracy Academy II,5-year adjusted cohort,>= 95.00,*,36,20180117
2016,30,Baltimore City,0349,N.A.C.A. Freedom and Democracy Academy II,4-year adjusted cohort,86.84,33,38,20180117
2016,30,Baltimore City,0349,N.A.C.A. Freedom and Democracy Academy II,3-year adjusted cohort,<= 5.00,*,43,20180117
2016,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,5-year adjusted cohort,59.09,26,44,20180117
2016,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,4-year adjusted cohort,57.78,26,45,20180117
2016,30,Baltimore City,0364,Bluford Drew Jemison STEM Academy West,3-year adjusted cohort,<= 5.00,*,48,20180117
2016,30,Baltimore City,0367,Baltimore Community High School,5-year adjusted cohort,52.24,35,67,20180117
2016,30,Baltimore City,0367,Baltimore Community High School,4-year adjusted cohort,32.41,35,108,20180117
2016,30,Baltimore City,0367,Baltimore Community High School,3-year adjusted cohort,19.28,16,83,20180117
2016,30,Baltimore City,0376,City Neighbors High School,5-year adjusted cohort,>= 95.00,*,87,20180117
2016,30,Baltimore City,0376,City Neighbors High School,4-year adjusted cohort,94.25,82,87,20180117
2016,30,Baltimore City,0376,City Neighbors High School,3-year adjusted cohort,<= 5.00,*,87,20180117
2016,30,Baltimore City,0400,Edmondson-Westside High,5-year adjusted cohort,86.63,162,187,20180117
2016,30,Baltimore City,0400,Edmondson-Westside High,4-year adjusted cohort,82.54,156,189,20180117
2016,30,Baltimore City,0400,Edmondson-Westside High,3-year adjusted cohort,<= 5.00,*,171,20180117
2016,30,Baltimore City,0401,Northwestern High,5-year adjusted cohort,57.96,91,157,20180117
2016,30,Baltimore City,0401,Northwestern High,4-year adjusted cohort,53.95,82,152,20180117
2016,30,Baltimore City,0401,Northwestern High,3-year adjusted cohort,<= 5.00,*,153,20180117
2016,30,Baltimore City,0403,Baltimore Polytechnic Institute,5-year adjusted cohort,>= 95.00,*,343,20180117
2016,30,Baltimore City,0403,Baltimore Polytechnic Institute,4-year adjusted cohort,94.75,325,343,20180117
2016,30,Baltimore City,0403,Baltimore Polytechnic Institute,3-year adjusted cohort,<= 5.00,*,345,20180117
2016,30,Baltimore City,0405,Patterson High,5-year adjusted cohort,74.12,189,255,20180117
2016,30,Baltimore City,0405,Patterson High,4-year adjusted cohort,72.62,183,252,20180117
2016,30,Baltimore City,0405,Patterson High,3-year adjusted cohort,<= 5.00,*,261,20180117
2016,30,Baltimore City,0406,Forest Park High,5-year adjusted cohort,72.48,79,109,20180117
2016,30,Baltimore City,0406,Forest Park High,4-year adjusted cohort,62.71,74,118,20180117
2016,30,Baltimore City,0406,Forest Park High,3-year adjusted cohort,<= 5.00,*,118,20180117
2016,30,Baltimore City,0407,Western High,5-year adjusted cohort,94.95,263,277,20180117
2016,30,Baltimore City,0407,Western High,4-year adjusted cohort,93.86,260,277,20180117
2016,30,Baltimore City,0407,Western High,3-year adjusted cohort,<= 5.00,*,276,20180117
2016,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,5-year adjusted cohort,87.16,285,327,20180117
2016,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,4-year adjusted cohort,79.94,271,339,20180117
2016,30,Baltimore City,0410,Mergenthaler Vocational-Technical High,3-year adjusted cohort,<= 5.00,*,341,20180117
2016,30,Baltimore City,0413,Achievement Academy @ Harbor City High,5-year adjusted cohort,23.66,53,224,20180117
2016,30,Baltimore City,0413,Achievement Academy @ Harbor City High,4-year adjusted cohort,15.91,28,176,20180117
2016,30,Baltimore City,0413,Achievement Academy @ Harbor City High,3-year adjusted cohort,<= 5.00,*,120,20180117
2016,30,Baltimore City,0414,Paul Laurence Dunbar High,5-year adjusted cohort,93.39,212,227,20180117
2016,30,Baltimore City,0414,Paul Laurence Dunbar High,4-year adjusted cohort,91.67,209,228,20180117
2016,30,Baltimore City,0414,Paul Laurence Dunbar High,3-year adjusted cohort,<= 5.00,*,229,20180117
2016,30,Baltimore City,0415,Baltimore School for the Arts,5-year adjusted cohort,>= 95.00,*,95,20180117
2016,30,Baltimore City,0415,Baltimore School for the Arts,4-year adjusted cohort,>= 95.00,*,95,20180117
2016,30,Baltimore City,0415,Baltimore School for the Arts,3-year adjusted cohort,<= 5.00,*,97,20180117
2016,30,Baltimore City,0416,Digital Harbor High School,5-year adjusted cohort,71.64,240,335,20180117
2016,30,Baltimore City,0416,Digital Harbor High School,4-year adjusted cohort,60.00,210,350,20180117
2016,30,Baltimore City,0416,Digital Harbor High School,3-year adjusted cohort,<= 5.00,*,371,20180117
2016,30,Baltimore City,0419,Reginald F. Lewis High School,5-year adjusted cohort,50.88,58,114,20180117
2016,30,Baltimore City,0419,Reginald F. Lewis High School,4-year adjusted cohort,47.46,56,118,20180117
2016,30,Baltimore City,0419,Reginald F. Lewis High School,3-year adjusted cohort,<= 5.00,*,77,20180117
2016,30,Baltimore City,0421,National Academy Foundation,5-year adjusted cohort,77.78,91,117,20180117
2016,30,Baltimore City,0421,National Academy Foundation,4-year adjusted cohort,66.40,83,125,20180117
2016,30,Baltimore City,0421,National Academy Foundation,3-year adjusted cohort,<= 5.00,*,131,20180117
2016,30,Baltimore City,0422,New Era Academy,5-year adjusted cohort,67.39,31,46,20180117
2016,30,Baltimore City,0422,New Era Academy,4-year adjusted cohort,55.32,26,47,20180117
2016,30,Baltimore City,0422,New Era Academy,3-year adjusted cohort,<= 5.00,*,46,20180117
2016,30,Baltimore City,0427,Academy for College and Career Exploration,5-year adjusted cohort,77.78,84,108,20180117
2016,30,Baltimore City,0427,Academy for College and Career Exploration,4-year adjusted cohort,76.64,82,107,20180117
2016,30,Baltimore City,0427,Academy for College and Career Exploration,3-year adjusted cohort,<= 5.00,*,115,20180117
2016,30,Baltimore City,0429,Vivien T. Thomas Medical Arts Academy,5-year adjusted cohort,84.78,78,92,20180117
2016,30,Baltimore City,0429,Vivien T. Thomas Medical Arts Academy,4-year adjusted cohort,79.79,75,94,20180117
2016,30,Baltimore City,0429,Vivien T. Thomas Medical Arts Academy,3-year adjusted cohort,<= 5.00,*,103,20180117
2016,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,5-year adjusted cohort,62.07,90,145,20180117
2016,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,4-year adjusted cohort,56.43,79,140,20180117
2016,30,Baltimore City,0430,Augusta Fells Savage Institute of Visual Arts,3-year adjusted cohort,<= 5.00,*,124,20180117
2016,30,Baltimore City,0431,Maritime Industries Academy,5-year adjusted cohort,71.43,25,35,20180117
2016,30,Baltimore City,0431,Maritime Industries Academy,4-year adjusted cohort,64.10,25,39,20180117
2016,30,Baltimore City,0431,Maritime Industries Academy,3-year adjusted cohort,<= 5.00,*,83,20180117
2016,30,Baltimore City,0432,Coppin Academy,5-year adjusted cohort,>= 95.00,*,75,20180117
2016,30,Baltimore City,0432,Coppin Academy,4-year adjusted cohort,93.33,70,75,20180117
2016,30,Baltimore City,0432,Coppin Academy,3-year adjusted cohort,<= 5.00,*,81,20180117
2016,30,Baltimore City,0433,Renaissance Academy,5-year adjusted cohort,61.90,52,84,20180117
2016,30,Baltimore City,0433,Renaissance Academy,4-year adjusted cohort,66.67,50,75,20180117
2016,30,Baltimore City,0433,Renaissance Academy,3-year adjusted cohort,<= 5.00,*,70,20180117
2016,30,Baltimore City,0450,Frederick Douglass High,5-year adjusted cohort,63.87,152,238,20180117
2016,30,Baltimore City,0450,Frederick Douglass High,4-year adjusted cohort,59.43,145,244,20180117
2016,30,Baltimore City,0450,Frederick Douglass High,3-year adjusted cohort,<= 5.00,*,250,20180117
2016,30,Baltimore City,0454,Carver Vocational-Technical High,5-year adjusted cohort,90.71,166,183,20180117
2016,30,Baltimore City,0454,Carver Vocational-Technical High,4-year adjusted cohort,83.96,157,187,20180117
2016,30,Baltimore City,0454,Carver Vocational-Technical High,3-year adjusted cohort,<= 5.00,*,203,20180117
2016,30,Baltimore City,0480,Baltimore City College,5-year adjusted cohort,>= 95.00,*,296,20180117
2016,30,Baltimore City,0480,Baltimore City College,4-year adjusted cohort,94.92,280,295,20180117
2016,30,Baltimore City,0480,Baltimore City College,3-year adjusted cohort,<= 5.00,*,307,20180117
2016,30,Baltimore City,0884,Eager Street Academy,5-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0884,Eager Street Academy,4-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,0884,Eager Street Academy,3-year adjusted cohort,*,*,*,20180117
2016,30,Baltimore City,A,All Baltimore City Schools,5-year adjusted cohort,74.84,3838,5128,20180117
2016,30,Baltimore City,A,All Baltimore City Schools,4-year adjusted cohort,70.65,3625,5131,20180117
2016,30,Baltimore City,A,All Baltimore City Schools,3-year adjusted cohort,<= 5.00,*,5127,20180117
2016,32,SEED,1000,The Seed School of Maryland,5-year adjusted cohort,>= 95.00,*,35,20180117
2016,32,SEED,1000,The Seed School of Maryland,4-year adjusted cohort,>= 95.00,*,35,20180117
2016,32,SEED,1000,The Seed School of Maryland,3-year adjusted cohort,<= 5.00,*,36,20180117
2016,32,SEED,A,All SEED Schools,5-year adjusted cohort,>= 95.00,*,35,20180117
2016,32,SEED,A,All SEED Schools,4-year adjusted cohort,>= 95.00,*,35,20180117
2016,32,SEED,A,All SEED Schools,3-year adjusted cohort,<= 5.00,*,36,20180117
2016,A,All Public Schools,A,All Maryland Schools,5-year adjusted cohort,89.47,56804,63491,20180117
2016,A,All Public Schools,A,All Maryland Schools,4-year adjusted cohort,87.61,55586,63446,20180117
2016,A,All Public Schools,A,All Maryland Schools,3-year adjusted cohort,1.70,1065,62804,20180117
